Date,SST
2007-12-21,26.160835
2007-12-22,26.063908
2007-12-23,25.961264
2007-12-24,25.870125
2007-12-25,25.80125
2007-12-26,25.77046
2007-12-27,25.73502
2007-12-28,25.70675
2007-12-29,25.675482
2007-12-30,25.663843
2007-12-31,25.650194
2008-01-01,25.63739
2008-01-02,25.627237
2008-01-03,25.582415
2008-01-04,25.559517
2008-01-05,25.555481
2008-01-06,25.535927
2008-01-07,25.502687
2008-01-08,25.48119
2008-01-09,25.452404
2008-01-10,25.445663
2008-01-11,25.461058
2008-01-12,25.493965
2008-01-13,25.519073
2008-01-14,25.495007
2008-01-15,25.445292
2008-01-16,25.40536
2008-01-17,25.385796
2008-01-18,25.41421
2008-01-19,25.480732
2008-01-20,25.546747
2008-01-21,25.5712
2008-01-22,25.57038
2008-01-23,25.610622
2008-01-24,25.749584
2008-01-25,25.746603
2008-01-26,25.762447
2008-01-27,25.771069
2008-01-28,25.630497
2008-01-29,25.518711
2008-01-30,25.462042
2008-01-31,25.535221
2008-02-01,25.428139
2008-02-02,25.370283
2008-02-03,25.289005
2008-02-04,25.222849
2008-02-05,25.20522
2008-02-06,25.246454
2008-02-07,25.342922
2008-02-08,25.471539
2008-02-09,25.630184
2008-02-10,25.671097
2008-02-11,25.660105
2008-02-12,25.608925
2008-02-13,25.57063
2008-02-14,25.529451
2008-02-15,25.470087
2008-02-16,25.455978
2008-02-17,25.481533
2008-02-18,25.549213
2008-02-19,25.59252
2008-02-20,25.72029
2008-02-21,25.664585
2008-02-22,25.640202
2008-02-23,25.676096
2008-02-24,25.727734
2008-02-25,25.77483
2008-02-26,25.923527
2008-02-27,25.863514
2008-02-28,25.89742
2008-02-29,25.962797
2008-03-01,26.028406
2008-03-02,26.145277
2008-03-03,26.203417
2008-03-04,26.26469
2008-03-05,26.289543
2008-03-06,26.377222
2008-03-07,26.49812
2008-03-08,26.54134
2008-03-09,26.687414
2008-03-10,26.742167
2008-03-11,26.828981
2008-03-12,26.87256
2008-03-13,27.01479
2008-03-14,27.109568
2008-03-15,27.19948
2008-03-16,27.358452
2008-03-17,27.48121
2008-03-18,27.570097
2008-03-19,27.590925
2008-03-20,27.70278
2008-03-21,27.736647
2008-03-22,27.837206
2008-03-23,27.9508
2008-03-24,28.005869
2008-03-25,28.1664
2008-03-26,28.273237
2008-03-27,28.222956
2008-03-28,28.389128
2008-03-29,28.411888
2008-03-30,28.396868
2008-03-31,28.462328
2008-04-01,28.575554
2008-04-02,28.66466
2008-04-03,28.678703
2008-04-04,28.79023
2008-04-05,28.785057
2008-04-06,28.727226
2008-04-07,28.749283
2008-04-08,28.761236
2008-04-09,28.768145
2008-04-10,28.746937
2008-04-11,28.816908
2008-04-12,28.952063
2008-04-13,28.990398
2008-04-14,29.084587
2008-04-15,29.023817
2008-04-16,29.021288
2008-04-17,29.086124
2008-04-18,29.128222
2008-04-19,29.255938
2008-04-20,29.46234
2008-04-21,29.571367
2008-04-22,29.675922
2008-04-23,29.753807
2008-04-24,29.81478
2008-04-25,29.861757
2008-04-26,29.86762
2008-04-27,29.843382
2008-04-28,29.810646
2008-04-29,29.830181
2008-04-30,29.864374
2008-05-01,29.802092
2008-05-02,29.77386
2008-05-03,29.78827
2008-05-04,29.765682
2008-05-05,29.767736
2008-05-06,29.760864
2008-05-07,29.752188
2008-05-08,29.721254
2008-05-09,29.763502
2008-05-10,29.792053
2008-05-11,29.840826
2008-05-12,29.898561
2008-05-13,29.878325
2008-05-14,29.945799
2008-05-15,29.942575
2008-05-16,29.892689
2008-05-17,29.887058
2008-05-18,29.87939
2008-05-19,29.900896
2008-05-20,29.940802
2008-05-21,29.933958
2008-05-22,30.004463
2008-05-23,30.037971
2008-05-24,30.042076
2008-05-25,30.015572
2008-05-26,29.908667
2008-05-27,29.85601
2008-05-28,29.828653
2008-05-29,29.83114
2008-05-30,29.866205
2008-05-31,29.890055
2008-06-01,29.915255
2008-06-02,29.927454
2008-06-03,29.906147
2008-06-04,29.841516
2008-06-05,29.779669
2008-06-06,29.73385
2008-06-07,29.708643
2008-06-08,29.662952
2008-06-09,29.598475
2008-06-10,29.52643
2008-06-11,29.493477
2008-06-12,29.470932
2008-06-13,29.440527
2008-06-14,29.36156
2008-06-15,29.24276
2008-06-16,29.139475
2008-06-17,29.037045
2008-06-18,28.994766
2008-06-19,28.97715
2008-06-20,29.001398
2008-06-21,28.996708
2008-06-22,28.97623
2008-06-23,28.951857
2008-06-24,28.939066
2008-06-25,28.908726
2008-06-26,28.86793
2008-06-27,28.83333
2008-06-28,28.794458
2008-06-29,28.736563
2008-06-30,28.687067
2008-07-01,28.68923
2008-07-02,28.693716
2008-07-03,28.713789
2008-07-04,28.707575
2008-07-05,28.706085
2008-07-06,28.677727
2008-07-07,28.6405
2008-07-08,28.64366
2008-07-09,28.64705
2008-07-10,28.624107
2008-07-11,28.607492
2008-07-12,28.638288
2008-07-13,28.684013
2008-07-14,28.743795
2008-07-15,28.794743
2008-07-16,28.811691
2008-07-17,28.84174
2008-07-18,28.88183
2008-07-19,28.938433
2008-07-20,28.939949
2008-07-21,28.938108
2008-07-22,28.916372
2008-07-23,28.86942
2008-07-24,28.84235
2008-07-25,28.837555
2008-07-26,28.823914
2008-07-27,28.807785
2008-07-28,28.72212
2008-07-29,28.665411
2008-07-30,28.61268
2008-07-31,28.61154
2008-08-01,28.651955
2008-08-02,28.65384
2008-08-03,28.663515
2008-08-04,28.668291
2008-08-05,28.657276
2008-08-06,28.62518
2008-08-07,28.596516
2008-08-08,28.569416
2008-08-09,28.461115
2008-08-10,28.38272
2008-08-11,28.344734
2008-08-12,28.313549
2008-08-13,28.272121
2008-08-14,28.241365
2008-08-15,28.2179
2008-08-16,28.204908
2008-08-17,28.17807
2008-08-18,28.1584
2008-08-19,28.117674
2008-08-20,28.103346
2008-08-21,28.121984
2008-08-22,28.165062
2008-08-23,28.226105
2008-08-24,28.264236
2008-08-25,28.348684
2008-08-26,28.52481
2008-08-27,28.591286
2008-08-28,28.687475
2008-08-29,28.767086
2008-08-30,28.843084
2008-08-31,29.070873
2008-09-01,29.224928
2008-09-02,29.306309
2008-09-03,29.259848
2008-09-04,29.25555
2008-09-05,29.180084
2008-09-06,29.132187
2008-09-07,29.137009
2008-09-08,29.119549
2008-09-09,29.08883
2008-09-10,29.091349
2008-09-11,29.057222
2008-09-12,29.04856
2008-09-13,29.013618
2008-09-14,28.998926
2008-09-15,28.925066
2008-09-16,28.90064
2008-09-17,28.860249
2008-09-18,28.846558
2008-09-19,28.869444
2008-09-20,28.801006
2008-09-21,28.745838
2008-09-22,28.683685
2008-09-23,28.64686
2008-09-24,28.61828
2008-09-25,28.613659
2008-09-26,28.673162
2008-09-27,28.764772
2008-09-28,28.862738
2008-09-29,28.93891
2008-09-30,29.059914
2008-10-01,29.128809
2008-10-02,29.179676
2008-10-03,29.316526
2008-10-04,29.404875
2008-10-05,29.35351
2008-10-06,29.343105
2008-10-07,29.314865
2008-10-08,29.254618
2008-10-09,29.445614
2008-10-10,29.726744
2008-10-11,29.729277
2008-10-12,29.797209
2008-10-13,29.937313
2008-10-14,29.940434
2008-10-15,29.927532
2008-10-16,29.936783
2008-10-17,29.952936
2008-10-18,29.921524
2008-10-19,29.851189
2008-10-20,29.784805
2008-10-21,29.749743
2008-10-22,29.70572
2008-10-23,29.593643
2008-10-24,29.483152
2008-10-25,29.354767
2008-10-26,29.2386
2008-10-27,29.12141
2008-10-28,28.998804
2008-10-29,28.899246
2008-10-30,28.828625
2008-10-31,28.74123
2008-11-01,28.692942
2008-11-02,28.675585
2008-11-03,28.687637
2008-11-04,28.676308
2008-11-05,28.696878
2008-11-06,28.755697
2008-11-07,28.794748
2008-11-08,28.746798
2008-11-09,28.732029
2008-11-10,28.706541
2008-11-11,28.644768
2008-11-12,28.565102
2008-11-13,28.486353
2008-11-14,28.42209
2008-11-15,28.377058
2008-11-16,28.398039
2008-11-17,28.389187
2008-11-18,28.354918
2008-11-19,28.351055
2008-11-20,28.309193
2008-11-21,28.32619
2008-11-22,28.289303
2008-11-23,28.242779
2008-11-24,28.118261
2008-11-25,27.993145
2008-11-26,27.90527
2008-11-27,27.86674
2008-11-28,27.839293
2008-11-29,27.783329
2008-11-30,27.727179
2008-12-01,27.670149
2008-12-02,27.651249
2008-12-03,27.62862
2008-12-04,27.576155
