Date,HeatFlux
2021-10-29,-405935.06
2021-11-01,-355461.47
2021-11-08,-565441.56
2021-11-15,-417641.78
2021-11-22,-420099.84
2021-11-29,-426149.44
2021-12-01,-392840.75
2021-12-08,-429677.4
2021-12-15,-477414.66
2021-12-22,-348400.34
2021-12-29,-474346.75
2022-01-01,-451300.3
2022-01-08,-406623.9
2022-01-15,-410087.06
2022-01-22,-404856.7
2022-01-29,-371409.44
2022-02-01,-462197.22
2022-02-08,-426702.7
2022-02-15,-533368.1
2022-02-22,-345487.8
2022-03-01,-564647.7
2022-03-08,-388357.5
2022-03-15,-530817.1
2022-03-22,-348625.47
2022-03-29,-345854.9
2022-04-01,-358886.25
2022-04-08,-399014.06
2022-04-15,-345582.84
2022-04-22,-393106.62
2022-04-29,-420267.34
2022-05-01,-556729.25
2022-05-08,-517431.84
2022-05-15,-439295.44
2022-05-22,-564546.7
2022-05-29,-574062.56
2022-06-01,-658435.06
2022-06-08,-471212.2
2022-06-15,-454455.56
2022-06-22,-538467.0
2022-06-29,-476943.8
2022-07-01,-512287.03
2022-07-08,-466625.38
2022-07-15,-396168.22
2022-07-22,-534721.56
2022-07-29,-478999.2
2022-08-01,-606505.5
2022-08-08,-461238.06
2022-08-15,-394639.66
2022-08-22,-522805.7
2022-08-29,-412416.0
2022-09-01,-524116.47
2022-09-08,-417048.66
2022-09-15,-359045.6
2022-09-22,-433952.28
2022-09-29,-585757.9
2022-10-01,-554302.2
2022-10-08,-361132.25
2022-10-15,-486037.94
2022-10-22,-450557.28
2022-10-29,-324816.44
2022-11-01,-408227.25
2022-11-08,-393722.53
2022-11-15,-415554.75
2022-11-22,-436625.47
2022-11-29,-309731.84
2022-12-01,-298279.06
2022-12-08,-578958.44
2022-12-15,-489581.84
2022-12-22,-345310.25
2022-12-29,-419764.16
2023-01-01,-615811.8
2023-01-08,-365496.34
2023-01-15,-354429.7
2023-01-22,-416350.06
2023-01-29,-451871.66
2023-02-01,-348584.94
2023-02-08,-394700.66
2023-02-15,-521954.88
2023-02-22,-422369.34
2023-03-01,-426549.72
2023-03-08,-472966.12
2023-03-15,-387493.8
2023-03-22,-302105.2
2023-03-29,-332906.78
2023-04-01,-343292.88
2023-04-08,-370392.88
2023-04-15,-402529.06
2023-04-22,-337702.3
2023-04-29,-330852.8
2023-05-01,-375442.28
